Designator,Mid X,Mid Y,Rotation,Layer
C1,292.75,-138.25,0.0,top
J1,278.71,-146.25,0.0,top
J2,290.46,-146.25,0.0,top
J3,256.5,-139.27,0.0,top
J4,280.92,-106.0,0.0,top
J5,280.92,-133.94,0.0,top
J6,250.01,-91.96,0.0,top
J7,265.25,-114.82,0.0,top
J8,265.25,-91.96,0.0,top
J9,250.01,-114.82,0.0,top
J10,282.5,-100.0,90.0,top
J11,273.775,-88.2825,180.0,top
